station_id,sample_date,species_name,occurrence
4001,7/19/03 0:00,Califia calida,1
4001,7/19/03 0:00,Cirratulidae,1
4001,7/19/03 0:00,Eclysippe trilobata,1
4001,7/19/03 0:00,Euclymeninae,1
4001,7/19/03 0:00,Fauveliopsis glabra,1
4001,7/19/03 0:00,Leiochrides sp,2
4001,7/19/03 0:00,Lineidae,1
4001,7/19/03 0:00,Maldane californiensis,1
4001,7/19/03 0:00,Melinna heterodonta,1
4001,7/19/03 0:00,Polyschides californicus,1
4001,7/19/03 0:00,Praxillura sp,1
4001,7/19/03 0:00,Trichobranchidae sp LA1,6
4002,7/29/03 0:00,Ampithoe sp,1
4002,7/29/03 0:00,Boccardiella hamata,2
4002,7/29/03 0:00,Capitella capitata Cmplx,7
4002,7/29/03 0:00,Grandidierella japonica,127
4002,7/29/03 0:00,Monocorophium acherusicum,52
4002,7/29/03 0:00,Monocorophium insidiosum,2
4002,7/29/03 0:00,Paraonella platybranchia,2
4002,7/29/03 0:00,Polycladida sp HYP2,1
4002,7/29/03 0:00,Pseudopolydora kempi,2
4002,7/29/03 0:00,Pseudopolydora paucibranchiata,16
4002,7/29/03 0:00,Scolelepis sp SD1,1
4002,7/29/03 0:00,Spio maculata,4
4002,7/29/03 0:00,Streblospio benedicti,2
4002,7/29/03 0:00,Tagelus subteres,4
4003,7/22/03 0:00,Americhelidium shoemakeri Cmplx,2
4003,7/22/03 0:00,Ampelisca agassizi,12
4003,7/22/03 0:00,Ampelisca sp,1
4003,7/22/03 0:00,Ampharete labrops,1
4003,7/22/03 0:00,Anchicolurus occidentalis,14
4003,7/22/03 0:00,Apoprionospio pygmaea,21
4003,7/22/03 0:00,Armandia brevis,1
4003,7/22/03 0:00,Caprella mendax,1
4003,7/22/03 0:00,Carinoma mutabilis,6
4003,7/22/03 0:00,Cerapus tubularis Cmplx,2
4003,7/22/03 0:00,Chaetozone corona,2
4003,7/22/03 0:00,Diastylopsis tenuis,7
4003,7/22/03 0:00,Edotia sublittoralis,1
4003,7/22/03 0:00,Euclymeninae sp A,2
4003,7/22/03 0:00,Exogone lourei,2
4003,7/22/03 0:00,Gibberosus myersi,5
4003,7/22/03 0:00,Glycera macrobranchia,8
4003,7/22/03 0:00,Hemilamprops californicus,10
4003,7/22/03 0:00,Heterophoxus oculatus,1
4003,7/22/03 0:00,Heteroserolis carinata,1
4003,7/22/03 0:00,Lamprops quadriplicatus,4
4003,7/22/03 0:00,Laonice cirrata,1
4003,7/22/03 0:00,Leitoscoloplos pugettensis,8
4003,7/22/03 0:00,Leuroleberis sharpei,1
4003,7/22/03 0:00,Mediomastus sp,2
4003,7/22/03 0:00,Microjassa litotes,2
4003,7/22/03 0:00,Nebalia daytoni,1
4003,7/22/03 0:00,Nemertea,1
4003,7/22/03 0:00,Onuphis sp,2
4003,7/22/03 0:00,Onuphis sp A,3
4003,7/22/03 0:00,Phoronida,1
4003,7/22/03 0:00,Phyllodoce longipes,1
4003,7/22/03 0:00,Rhepoxynius abronius,3
4003,7/22/03 0:00,Sigalion spinosus,1
4003,7/22/03 0:00,Siliqua lucida,2
4003,7/22/03 0:00,Solen sp,1
4003,7/22/03 0:00,Spiophanes bombyx,6
4003,7/22/03 0:00,Spiophanes duplex,1
4003,7/22/03 0:00,Tellina modesta,1
4003,7/22/03 0:00,Tenonia priops,1
4003,7/22/03 0:00,Astropecten verrilli,7
4003,7/22/03 0:00,Crangon nigromaculata,3
4003,7/22/03 0:00,Pyromaia tuberculata,1
4004,7/22/03 0:00,Acoetes pacifica,2
4004,7/22/03 0:00,Adontorhina cyclia,5
4004,7/22/03 0:00,Aglaophamus verrilli,1
4004,7/22/03 0:00,Alvania rosana,4
4004,7/22/03 0:00,Amaeana occidentalis,1
4004,7/22/03 0:00,Amage anops,1
4004,7/22/03 0:00,Ampelisca careyi,1
4004,7/22/03 0:00,Ampelisca hancocki Cmplx,1
4004,7/22/03 0:00,Ampelisca pacifica,1
4004,7/22/03 0:00,Ampharete acutifrons,1
4004,7/22/03 0:00,Amphichondrius granulatus,3
4004,7/22/03 0:00,Amphiodia sp,1
4004,7/22/03 0:00,Amphiodia urtica,6
4004,7/22/03 0:00,Amphiuridae,4
4004,7/22/03 0:00,Anobothrus gracilis,1
4004,7/22/03 0:00,Aphelochaeta glandaria Cmplx,1
4004,7/22/03 0:00,Aphelochaeta monilaris,3
4004,7/22/03 0:00,Aphelochaeta sp SD2,2
4004,7/22/03 0:00,Aphelochaeta tigrina,1
4004,7/22/03 0:00,Aricidea (Acmira) rubra,1
4004,7/22/03 0:00,Aricidea (Acmira) simplex,2
4004,7/22/03 0:00,Aricidea (Allia) sp A,1
4004,7/22/03 0:00,Axinopsida serricata,3
4004,7/22/03 0:00,Chloeia pinnata,1
4004,7/22/03 0:00,Clymenura gracilis,1
4004,7/22/03 0:00,Compressidens stearnsii,5
4004,7/22/03 0:00,Decamastus gracilis,1
4004,7/22/03 0:00,Dougaloplus amphacanthus,2
4004,7/22/03 0:00,Echinoidea,1
4004,7/22/03 0:00,Eclysippe trilobata,1
4004,7/22/03 0:00,Gastropteron pacificum,1
4004,7/22/03 0:00,Glycera nana,1
4004,7/22/03 0:00,Jasmineira sp B,1
4004,7/22/03 0:00,Levinsenia oculata,1
4004,7/22/03 0:00,Lineidae,1
4004,7/22/03 0:00,Lumbrineris cruzensis,2
4004,7/22/03 0:00,Lysippe sp A,5
4004,7/22/03 0:00,Magelona sp B,1
4004,7/22/03 0:00,Malmgreniella baschi,1
4004,7/22/03 0:00,Mediomastus sp,6
4004,7/22/03 0:00,Melinna oculata,1
4004,7/22/03 0:00,Myriochele gracilis,2
4004,7/22/03 0:00,Myriochele striolata,1
4004,7/22/03 0:00,Onuphis sp A,1
4004,7/22/03 0:00,Paraonidae,1
4004,7/22/03 0:00,Paraprionospio pinnata,2
4004,7/22/03 0:00,Parvilucina tenuisculpta,5
4004,7/22/03 0:00,Pectinaria californiensis,5
4004,7/22/03 0:00,Pectinoidea,1
4004,7/22/03 0:00,Phascolion sp A,1
4004,7/22/03 0:00,Phisidia sanctaemariae,3
4004,7/22/03 0:00,Pholoe glabra,1
4004,7/22/03 0:00,Phyllochaetopterus limicolus,1
4004,7/22/03 0:00,Praxillella gracilis,2
4004,7/22/03 0:00,Praxillella pacifica,3
4004,7/22/03 0:00,Prionospio (Prionospio) dubia,2
4004,7/22/03 0:00,Prionospio (Prionospio) jubata,1
4004,7/22/03 0:00,Rhepoxynius bicuspidatus,2
4004,7/22/03 0:00,Scaphopoda,1
4004,7/22/03 0:00,Scoletoma tetraura Cmplx,2
4004,7/22/03 0:00,Siphonodentalium quadrifissatum,1
4004,7/22/03 0:00,Spiophanes duplex,1
4004,7/22/03 0:00,Spiophanes kimballi,18
4004,7/22/03 0:00,Sternaspis fossor,7
4004,7/22/03 0:00,Sthenelais tertiaglabra,1
4004,7/22/03 0:00,Subadyte mexicana,1
4004,7/22/03 0:00,Tellina carpenteri,5
4004,7/22/03 0:00,Terebellides sp,1
4004,7/22/03 0:00,Tubulanus polymorphus,2
4004,7/22/03 0:00,Westwoodilla caecula,2
4004,7/25/03 0:00,Allocentrotus fragilis,159
4004,7/25/03 0:00,Astropecten verrilli,1
4004,7/25/03 0:00,Cancellaria crawfordiana,1
4004,7/25/03 0:00,Florometra serratissima,1
4004,7/25/03 0:00,Nassarius insculptus,1
4004,7/25/03 0:00,Neocrangon resima,1
4004,7/25/03 0:00,Neocrangon zacae,4
4004,7/25/03 0:00,Octopus rubescens,3
4004,7/25/03 0:00,Ophiura luetkenii,1
4004,7/25/03 0:00,Parastichopus californicus,1
4004,7/25/03 0:00,Rossia pacifica,1
4004,7/25/03 0:00,Sicyonia ingentis,14
4004,7/25/03 0:00,Spatangus californicus,2
4005,7/21/03 0:00,Astyris permodesta,2
4005,7/21/03 0:00,Monticellina cryptica,2
4005,7/21/03 0:00,Palaeonemertea,1
4005,7/21/03 0:00,Paramage scutata,1
4005,7/21/03 0:00,Polyschides tolmiei,3
4005,7/21/03 0:00,Spiochaetopterus costarum,10
4005,7/21/03 0:00,Spiophanes fimbriata,2
4005,7/21/03 0:00,Spiophanes wigleyi,1
4005,7/21/03 0:00,Virgularia sp,5
4006,7/21/03 0:00,Ampelisca brevisimulata,1
4006,7/21/03 0:00,Ampelisca careyi,2
4006,7/21/03 0:00,Ampelisca pacifica,2
4006,7/21/03 0:00,Ampharetidae,1
4006,7/21/03 0:00,Amphiodia sp,1
4006,7/21/03 0:00,Amphiodia urtica,19
4006,7/21/03 0:00,Amphiura arcystata,3
4006,7/21/03 0:00,Amphiuridae,11
4006,7/21/03 0:00,Araphura breviaria,1
4006,7/21/03 0:00,Aricidea (Allia) antennata,1
4006,7/21/03 0:00,Autolytus sp,2
4006,7/21/03 0:00,Caecognathia crenulatifrons,1
4006,7/21/03 0:00,Caprella mendax,2
4006,7/21/03 0:00,Caprella sp,1
4006,7/21/03 0:00,Chiridota sp,2
4006,7/21/03 0:00,Chloeia pinnata,2
4006,7/21/03 0:00,Clymenura gracilis,1
4006,7/21/03 0:00,Cylichna diegensis,2
4006,7/21/03 0:00,Diastylis crenellata,1
4006,7/21/03 0:00,Euchone incolor,1
4006,7/21/03 0:00,Euclymeninae,24
4006,7/21/03 0:00,Euclymeninae sp A,18
4006,7/21/03 0:00,Eudorella pacifica,1
4006,7/21/03 0:00,Eulalia levicornuta,1
4006,7/21/03 0:00,Euphilomedes carcharodonta,1
4006,7/21/03 0:00,Exogone dwisula,1
4006,7/21/03 0:00,Falcidens longus,5
4006,7/21/03 0:00,Glycera nana,4
4006,7/21/03 0:00,Gnathiidae,2
4006,7/21/03 0:00,Goniada brunnea,1
4006,7/21/03 0:00,Goniada maculata,3
4006,7/21/03 0:00,Hamatoscalpellum californicum,11
4006,7/21/03 0:00,Kurtzina beta,2
4006,7/21/03 0:00,Lanassa venusta venusta,1
4006,7/21/03 0:00,Lanice conchilega,1
4006,7/21/03 0:00,Laonice cirrata,1
4006,7/21/03 0:00,Leitoscoloplos pugettensis,1
4006,7/21/03 0:00,Leptochelia dubia,2
4006,7/21/03 0:00,Lineus bilineatus,2
4006,7/21/03 0:00,Lumbrineridae,1
4006,7/21/03 0:00,Lumbrineris californiensis,5
4006,7/21/03 0:00,Lumbrineris cruzensis,1
4006,7/21/03 0:00,Lumbrineris sp,3
4006,7/21/03 0:00,Lysippe sp B,4
4006,7/21/03 0:00,Maldane sarsi,4
4006,7/21/03 0:00,Maldanidae,1
4006,7/21/03 0:00,Marphysa sp A,4
4006,7/21/03 0:00,Mediomastus sp,11
4006,7/21/03 0:00,Monticellina cryptica,1
4006,7/21/03 0:00,Mooreonuphis nebulosa,6
4006,7/21/03 0:00,Nephtys caecoides,1
4006,7/21/03 0:00,Nephtys ferruginea,1
4006,7/21/03 0:00,Ninoe tridentata,2
4006,7/21/03 0:00,Nuculana sp,1
4006,7/21/03 0:00,Onuphidae,10
4006,7/21/03 0:00,Onuphis sp A,2
4006,7/21/03 0:00,Paradiopatra parva,8
4006,7/21/03 0:00,Paraprionospio pinnata,6
4006,7/21/03 0:00,Pherusa neopapillata,2
4006,7/21/03 0:00,Phisidia sanctaemariae,1
4006,7/21/03 0:00,Pholoe glabra,7
4006,7/21/03 0:00,Phoronida,3
4006,7/21/03 0:00,Photis californica,1
4006,7/21/03 0:00,Photis macrotica,2
4006,7/21/03 0:00,Photis sp,2
4006,7/21/03 0:00,Phyllodoce cuspidata,2
4006,7/21/03 0:00,Phyllodoce groenlandica,1
4006,7/21/03 0:00,Phyllodoce hartmanae,1
4006,7/21/03 0:00,Pinnixa occidentalis,3
4006,7/21/03 0:00,Piromis sp A,1
4006,7/21/03 0:00,Pista wui,1
4006,7/21/03 0:00,Podocerus cristatus,1
4006,7/21/03 0:00,Polycirrus sp,6
4006,7/21/03 0:00,Polycirrus sp A,3
4006,7/21/03 0:00,Polygireulima rutila,1
4006,7/21/03 0:00,Prionospio (Prionospio) dubia,1
4006,7/21/03 0:00,Prionospio (Prionospio) jubata,6
4006,7/21/03 0:00,Rhepoxynius bicuspidatus,2
4006,7/21/03 0:00,Rhepoxynius menziesi,5
4006,7/21/03 0:00,Rochefortia tumida,1
4006,7/21/03 0:00,Scalibregma californicum,8
4006,7/21/03 0:00,Sigalion spinosus,1
4006,7/21/03 0:00,Spio filicornis,1
4006,7/21/03 0:00,Spiochaetopterus costarum,3
4006,7/21/03 0:00,Spiophanes berkeleyorum,35
4006,7/21/03 0:00,Spiophanes bombyx,28
4006,7/21/03 0:00,Spiophanes duplex,2
4006,7/21/03 0:00,Spiophanes kimballi,2
4006,7/21/03 0:00,Sthenelais tertiaglabra,1
4006,7/21/03 0:00,Streblosoma sp B,4
4006,7/21/03 0:00,Syllis (Ehlersia) heterochaeta,1
4006,7/21/03 0:00,Terebellidae,2
4006,7/21/03 0:00,Terebellides californica,1
4006,7/21/03 0:00,Thesea sp B,1
4006,7/21/03 0:00,Thyasira flexuosa,2
4006,7/21/03 0:00,Thysanocardia nigra,2
4006,7/21/03 0:00,Travisia brevis,1
4006,7/21/03 0:00,Virgulariidae,2
4006,7/21/03 0:00,Volvulella panamica,3
4006,8/11/03 0:00,Acanthodoris brunnea,4
4006,8/11/03 0:00,Astropecten verrilli,37
4006,8/11/03 0:00,Calliostoma turbinum,1
4006,8/11/03 0:00,Crangon alaskensis,4
4006,8/11/03 0:00,Crepipatella dorsata,1
4006,8/11/03 0:00,Hamatoscalpellum californicum,83
4006,8/11/03 0:00,Leucilla nuttingi,22
4006,8/11/03 0:00,Loligo opalescens,3
4006,8/11/03 0:00,Luidia foliolata,21
4006,8/11/03 0:00,Lytechinus pictus,103
4006,8/11/03 0:00,Mediaster aequalis,1
4006,8/11/03 0:00,Neosimnia barbarensis,1
4006,8/11/03 0:00,Octopus rubescens,3
4006,8/11/03 0:00,Ophiothrix spiculata,9
4006,8/11/03 0:00,Ophiura luetkenii,21
4006,8/11/03 0:00,Parastichopus californicus,140
4006,8/11/03 0:00,Philine auriformis,1
4006,8/11/03 0:00,Pleurobranchaea californica,2
4006,8/11/03 0:00,Rossia pacifica,1
4006,8/11/03 0:00,Thesea sp B,-99
4007,8/24/03 0:00,Amblyops abbreviata,2
4007,8/24/03 0:00,Athenaria,2
4007,8/24/03 0:00,Chaetoderma nanulum,1
4007,8/24/03 0:00,Chaetoderma pacificum,1
4007,8/24/03 0:00,Falcidens hartmanae,2
4007,8/24/03 0:00,Harmothoe sp,1
4007,8/24/03 0:00,Harpiniopsis epistomata,1
4007,8/24/03 0:00,Heteromastus filobranchus,1
4007,8/24/03 0:00,Lepidasthenia longicirrata,3
4007,8/24/03 0:00,Liljeborgia cota,1
4007,8/24/03 0:00,Limifossor fratula,1
4007,8/24/03 0:00,Lineidae,2
4007,8/24/03 0:00,Listriolobus hexamyotus,2
4007,8/24/03 0:00,Maldane sarsi,1
4007,8/24/03 0:00,Onuphis iridescens,1
4007,8/24/03 0:00,Paralysippe annectens,1
4007,8/24/03 0:00,Pista wui,1
4007,8/24/03 0:00,Prionospio (Prionospio) ehlersi,1
4007,8/24/03 0:00,Saxicavella pacifica,5
4007,8/24/03 0:00,Streblosoma pacifica,1
4007,8/4/03 0:00,Arhynchite californicus,1
4007,8/4/03 0:00,Asteronyx longifissus,2
4007,8/4/03 0:00,Myxoderma platyacanthum,62
4007,8/4/03 0:00,Spirontocaris sica,4
4007,8/4/03 0:00,Stachyptilum superbum,4
4008,7/28/03 0:00,Armandia brevis,1
4008,7/28/03 0:00,Bivalvia,1
4008,7/28/03 0:00,Bulla gouldiana,10
4008,7/28/03 0:00,Cerithidea californica,4
4008,7/28/03 0:00,Clevelandia ios,12
4008,7/28/03 0:00,Cooperella subdiaphana,1
4008,7/28/03 0:00,Crepidula sp,2
4008,7/28/03 0:00,Cryptomya californica,1
4008,7/28/03 0:00,Grandidierella japonica,218
4008,7/28/03 0:00,Haminoea vesicula,4
4008,7/28/03 0:00,Hemigrapsus oregonensis,2
4008,7/28/03 0:00,Laevicardium substriatum,2
4008,7/28/03 0:00,Leptopecten latiauratus,19
4008,7/28/03 0:00,Lineidae,1
4008,7/28/03 0:00,Mediomastus sp,8
4008,7/28/03 0:00,Monocorophium insidiosum,20
4008,7/28/03 0:00,Mytilidae,1
4008,7/28/03 0:00,Nereis procera,1
4008,7/28/03 0:00,Phoronida,1
4008,7/28/03 0:00,Platynereis bicanaliculata,2
4008,7/28/03 0:00,Polycladida sp HYP2,3
4008,7/28/03 0:00,Polyophthalmus pictus,10
4008,7/28/03 0:00,Prionospio (Prionospio) heterobranchia,14
4008,7/28/03 0:00,Protothaca staminea,7
4008,7/28/03 0:00,Serpulidae,1
4008,7/28/03 0:00,Spiophanes duplex,1
4008,7/28/03 0:00,Tryonia imitator,7
4009,7/20/03 0:00,Adontorhina lynnae,4
4009,7/20/03 0:00,Aricidea (Acmira) sp,1
4009,7/20/03 0:00,Axinodon redondoensis,1
4009,7/20/03 0:00,Brissopsis sp LA1,1
4009,7/20/03 0:00,Eurycope californiensis,1
4009,7/20/03 0:00,Falcidens hartmanae,1
4009,7/20/03 0:00,Harpiniopsis epistomata,1
4009,7/20/03 0:00,Leiochrides sp,1
4009,7/20/03 0:00,Leucon bishopi,1
4009,7/20/03 0:00,Levinsenia gracilis,1
4009,7/20/03 0:00,Limifossor fratula,1
4009,7/20/03 0:00,Lineidae,1
4009,7/20/03 0:00,Maldane californiensis,3
4009,7/20/03 0:00,Neilonella ritteri,2
4009,7/20/03 0:00,Nephtys cornuta,1
4009,7/20/03 0:00,Ophioscolex corynetes,1
4009,7/20/03 0:00,Pista wui,1
4009,7/20/03 0:00,Prionospio (Prionospio) sp,1
4009,7/20/03 0:00,Spathoderma californicum,1
4010,8/6/03 0:00,Ampithoe lacertosa,1
4010,8/6/03 0:00,Armandia brevis,1
4010,8/6/03 0:00,Capitella capitata Cmplx,15
4010,8/6/03 0:00,Caprella natalensis,2
4010,8/6/03 0:00,Chone minuta,5
4010,8/6/03 0:00,Cirratulus spectabilis,18
4010,8/6/03 0:00,Cirriformia sp,27
4010,8/6/03 0:00,Cossura candida,6
4010,8/6/03 0:00,Dorvillea (Schistomeringos) sp,6
4010,8/6/03 0:00,Euchone limnicola,26
4010,8/6/03 0:00,Euphilomedes carcharodonta,1
4010,8/6/03 0:00,Exogone lourei,43
4010,8/6/03 0:00,Gnorimosphaeroma oregonense,4
4010,8/6/03 0:00,Grandidierella japonica,368
4010,8/6/03 0:00,Harmothoe imbricata Cmplx,2
4010,8/6/03 0:00,Mediomastus sp,5
4010,8/6/03 0:00,Monocorophium acherusicum,16
4010,8/6/03 0:00,Monticellina siblina,2
4010,8/6/03 0:00,Monticellina sp SD4,4
4010,8/6/03 0:00,Musculista senhousia,2
4010,8/6/03 0:00,Neanthes acuminata Cmplx,9
4010,8/6/03 0:00,Nebalia pugettensis Cmplx,1
4010,8/6/03 0:00,Nereis procera,1
4010,8/6/03 0:00,Notomastus sp A,1
4010,8/6/03 0:00,Oligochaeta,9
4010,8/6/03 0:00,Paracerceis sculpta,3
4010,8/6/03 0:00,Pista percyi,4
4010,8/6/03 0:00,Prionospio (Prionospio) heterobranchia,7
4010,8/6/03 0:00,Pseudopolydora paucibranchiata,768
4010,8/6/03 0:00,Scoletoma sp C,5
4010,8/6/03 0:00,Spiophanes berkeleyorum,1
4010,8/6/03 0:00,Syllis (Typosyllis) nipponica,1
4010,8/6/03 0:00,Synaptotanais notabilis,161
4010,8/6/03 0:00,Tanaidae,4
4010,8/6/03 0:00,Theora lubrica,9
4010,8/6/03 0:00,Tubulanus polymorphus,1
4012,7/22/03 0:00,Acteocina eximia,5
4012,7/22/03 0:00,Ampelisca brevisimulata,1
4012,7/22/03 0:00,Ampelisca careyi,2
4012,7/22/03 0:00,Ampelisca cf brevisimulata,1
4012,7/22/03 0:00,Ampelisca pacifica,3
4012,7/22/03 0:00,Amphicteis scaphobranchiata,1
4012,7/22/03 0:00,Amphiodia sp,24
4012,7/22/03 0:00,Amphiodia urtica,57
