station_id,stratum,stratum2,Latitude,Longitude
4118,LA Estuaries,Los Alamitos Estuary,33.76563,-118.10257
4119,Inner shelf (5-30 m),East Santa Barbara Channel,34.39993,-119.84333
4120,Large POTW Outfalls,South San Diego Shelf,32.65786,-117.30952
4121,Lower slope and basin (500-1000 m),Hueneme to Dume,33.85259,-119.19421
4122,Mid-shelf (30-120 m),San Pedro Shelf,33.60442,-118.14047
4123,Mid-shelf (30-120 m),West Santa Barbara Channel,34.45367,-120.19748
4124,Lower slope and basin (500-1000 m),San Pedro Shelf,33.46387,-118.39468
4125,Upper slope (200-500 m),Hueneme to Dume,34.04114,-119.19721
4126,Mid-shelf (30-120 m),North San Diego Shelf,33.35464,-117.61934
4127,Channel Islands (5-200 m),Island Shelves,34.14853,-120.41276
4128,Inner shelf (5-30 m),North San Diego Shelf,32.91757,-117.27326
4129,Marinas,Newport Bay,33.61569,-117.92184
4130,LA Estuaries,Los Alamitos Estuary,33.76479,-118.11207
4131,Marinas,Oxnard,34.16239,-119.22486
4132,Upper slope (200-500 m),South San Diego Shelf,32.69385,-117.39582
4133,Outer shelf (120-200 m),Hueneme to Dume,34.04406,-119.05558
4134,Mid-shelf (30-120 m),Santa Monica Bay,33.81984,-118.42712
4135,Upper slope (200-500 m),West Santa Barbara Channel,34.31445,-120.28235
4136,Estuaries,Goleta Slough,34.42969,-119.84868
4137,Large POTW Outfalls,San Pedro Shelf,33.57691,-118.0116
4138,Marinas,Los Angeles Harbor,33.72251,-118.27938
4139,Marinas,Ventura Harbor,34.24616,-119.27014
4140,Marinas,San Diego Bay,32.71683,-117.22429
4141,Large POTW Outfalls,Santa Monica Bay,33.92458,-118.52622
4142,LA Estuaries,Los Angeles River Estuary,33.78073,-118.20585
4143,Inner shelf (5-30 m),East Santa Barbara Channel,34.35899,-119.48885
4144,Outer shelf (120-200 m),North San Diego Shelf,33.22069,-117.51202
4145,Estuaries,Batiquitos Lagoon,33.08758,-117.31049
4146,Ports/Bays/Harbors,Los Angeles Harbor,33.74555,-118.21575
4147,Outer shelf (120-200 m),East Santa Barbara Channel,34.16886,-119.46023
4148,Ports/Bays/Harbors,San Diego Bay,32.6468,-117.1178
4149,Marinas,Marina del Rey,33.96344,-118.45527
4150,Mid-shelf (30-120 m),Santa Monica Bay,33.87689,-118.47034
4151,Mid-shelf (30-120 m),East Santa Barbara Channel,34.3321,-119.76202
4152,Small POTW Outfalls,North San Diego Shelf,33.11466,-117.35762
4153,Lower slope and basin (500-1000 m),Santa Monica Bay,33.83243,-118.64881
4154,Mid-shelf (30-120 m),San Pedro Shelf,33.62488,-118.07523
4155,Channel Islands (5-200 m),Island Shelves,34.10163,-120.14239
4156,Marinas,San Diego Bay,32.72288,-117.21263
4157,Outer shelf (120-200 m),Hueneme to Dume,34.11039,-119.2216
4158,Inner shelf (5-30 m),North San Diego Shelf,33.42784,-117.64485
4159,Channel Islands (5-200 m),Island Shelves,33.99461,-120.33736
4160,Lower slope and basin (500-1000 m),North San Diego Shelf,33.10199,-117.63092
4161,Estuaries,Bolsa Chica Estuary,33.70325,-118.04919
4162,Ports/Bays/Harbors,Long Beach Harbor,33.73118,-118.19192
4163,Channel Islands (5-200 m),Island Shelves,34.07876,-119.51005
4164,Mid-shelf (30-120 m),South San Diego Shelf,32.72937,-117.34445
4165,Mid-shelf (30-120 m),Santa Monica Bay,34.01387,-118.59154
4166,Large POTW Outfalls,Palos Verdes Shelf,33.70786,-118.35721
4167,Outer shelf (120-200 m),East Santa Barbara Channel,34.26112,-119.76734
4168,Estuaries,Upper Newport Bay,33.64981,-117.86689
4169,Upper slope (200-500 m),Orange Shelf,33.41845,-118.02251
4170,Large POTW Outfalls,Palos Verdes Shelf,33.69851,-118.30383
4171,Channel Islands (5-200 m),Island Shelves,33.85571,-120.00273
4172,Mid-shelf (30-120 m),South San Diego Shelf,32.59487,-117.24518
4173,Mid-shelf (30-120 m),Santa Monica Bay,33.90783,-118.56696
4174,LA Estuaries,Los Angeles River Estuary,33.78839,-118.2064
4175,Inner shelf (5-30 m),West Santa Barbara Channel,34.44629,-120.37596
4176,Estuaries,Mugu Lagoon,34.1129,-119.08138
4177,Marinas,Newport Bay,33.61296,-117.91067
4178,Ports/Bays/Harbors,Los Angeles Harbor,33.71205,-118.25789
4179,Upper slope (200-500 m),East Santa Barbara Channel,34.14562,-119.77009
4180,Ports/Bays/Harbors,San Diego Bay,32.61318,-117.11756
4181,Inner shelf (5-30 m),Santa Monica Bay,33.99991,-118.50807
4182,LA Estuaries,Los Alamitos Estuary,33.7676,-118.10544
4183,Small POTW Outfalls,East Santa Barbara Channel,34.39989,-119.83052
4184,Large POTW Outfalls,South San Diego Shelf,32.68794,-117.32394
4185,Mid-shelf (30-120 m),Santa Monica Bay,33.99208,-118.79829
4186,SPME,San Pedro Shelf,33.5669,-118.19137
4187,Outer shelf (120-200 m),West Santa Barbara Channel,34.40998,-120.21872
4188,Lower slope and basin (500-1000 m),Palos Verdes Shelf,33.48685,-118.42354
4189,Inner shelf (5-30 m),East Santa Barbara Channel,34.20065,-119.30295
4190,SPME,North San Diego Shelf,33.39655,-117.64992
4191,Channel Islands (5-200 m),Island Shelves,34.12789,-120.50486
4192,Inner shelf (5-30 m),North San Diego Shelf,32.95846,-117.27351
4193,Marinas,Newport Bay,33.60075,-117.89236
4194,LA Estuaries,San Gabriel River Estuary,33.75355,-118.10551
4195,Outer shelf (120-200 m),East Santa Barbara Channel,34.22414,-119.60633
4196,Lower slope and basin (500-1000 m),North San Diego Shelf,32.85096,-117.41068
4197,LA Estuaries,Malibu Lagoon,34.03279,-118.6822
4198,SPME,Santa Monica Bay,33.78969,-118.45579
4199,Upper slope (200-500 m),West Santa Barbara Channel,34.18317,-120.35129
4200,Small POTW Outfalls,North San Diego Shelf,33.15909,-117.39761
4201,Upper slope (200-500 m),Orange Shelf,33.53686,-117.84848
4202,Upper slope (200-500 m),Palos Verdes Shelf,33.69409,-118.34651
4203,Inner shelf (5-30 m),East Santa Barbara Channel,34.26386,-119.37103
4204,Marinas,Mission Bay,32.7623,-117.23618
4205,Large POTW Outfalls,Santa Monica Bay,33.92785,-118.54376
4206,LA Estuaries,Dominguez Channel,33.80819,-118.22892
4207,Small POTW Outfalls,East Santa Barbara Channel,34.3991,-119.66007
4208,Inner shelf (5-30 m),North San Diego Shelf,33.33932,-117.52219
4209,Estuaries,Santa Margarita River Estuary,33.23181,-117.41337
4210,Ports/Bays/Harbors,Los Angeles Harbor,33.75274,-118.21773
4211,Upper slope (200-500 m),East Santa Barbara Channel,34.15836,-119.82763
4212,Marinas,San Diego Bay,32.62586,-117.13514
4213,LA Estuaries,Ballona Creek Estuary,33.9739,-118.43505
4214,SPME,Santa Monica Bay,33.84182,-118.56007
4215,Small POTW Outfalls,East Santa Barbara Channel,34.40245,-119.81198
4216,Lower slope and basin (500-1000 m),Orange Shelf,33.27417,-118.08588
4217,SPME,Santa Monica Bay,33.98485,-118.67034
4218,SPME,San Pedro Shelf,33.60717,-118.12462
4219,Lower slope and basin (500-1000 m),West Santa Barbara Channel,34.21259,-119.94542
4220,Lower slope and basin (500-1000 m),North San Diego Shelf,33.10826,-117.90126
4221,Estuaries,Upper Newport Bay,33.62364,-117.88599
4222,Small POTW Outfalls,North San Diego Shelf,33.4282,-117.69035
4223,Channel Islands (5-200 m),Island Shelves,34.14169,-120.33759
4224,Lower slope and basin (500-1000 m),North San Diego Shelf,33.15081,-117.58454
4225,Estuaries,San Dieguito Lagoon,32.9674,-117.25552
4226,Ports/Bays/Harbors,Long Beach Harbor,33.75084,-118.15943
4227,Outer shelf (120-200 m),East Santa Barbara Channel,34.20677,-119.56748
4228,Ports/Bays/Harbors,Mission Bay,32.78439,-117.2155
4229,SPME,Santa Monica Bay,33.98465,-118.60559
4230,Large POTW Outfalls,Santa Monica Bay,33.89793,-118.50134
4231,SPME,East Santa Barbara Channel,34.29313,-119.66079
4232,Small POTW Outfalls,North San Diego Shelf,33.10725,-117.35739
4233,Lower slope and basin (500-1000 m),Hueneme to Dume,33.78929,-118.98572
4234,SPME,San Pedro Shelf,33.67179,-118.26478
4235,Channel Islands (5-200 m),Island Shelves,33.88651,-120.01008
4236,Marinas,San Diego Bay,32.67889,-117.16925
4237,Upper slope (200-500 m),East Santa Barbara Channel,34.12721,-119.4018
4238,Small POTW Outfalls,Orange Shelf,33.49975,-117.75211
4239,Upper slope (200-500 m),West Santa Barbara Channel,34.33966,-120.44223
4240,Upper slope (200-500 m),North San Diego Shelf,33.12841,-117.41203
4241,Large POTW Outfalls,San Pedro Shelf,33.60295,-118.03602
4242,Ports/Bays/Harbors,Los Angeles Harbor,33.72421,-118.22423
4243,Channel Islands (5-200 m),Island Shelves,33.96568,-119.60482
4244,Large POTW Outfalls,South San Diego Shelf,32.68243,-117.28197
4245,LA Estuaries,Ballona Creek Estuary,33.97606,-118.43119
4246,Marinas,Huntington Harbor,33.71744,-118.06246
4247,Small POTW Outfalls,East Santa Barbara Channel,34.39264,-119.67147
4248,Large POTW Outfalls,South San Diego Shelf,32.67934,-117.28212
4249,Lower slope and basin (500-1000 m),Hueneme to Dume,33.99595,-119.12378
4250,SPME,San Pedro Shelf,33.57688,-118.21028
4251,Mid-shelf (30-120 m),West Santa Barbara Channel,34.39695,-120.03105
4252,Lower slope and basin (500-1000 m),Santa Monica Bay,33.6132,-118.71975
4253,Small POTW Outfalls,Hueneme to Dume,34.12034,-119.18962
4254,Upper slope (200-500 m),San Pedro Shelf,33.51348,-118.17863
4255,Channel Islands (5-200 m),Island Shelves,34.05191,-120.55802
4256,Mid-shelf (30-120 m),South San Diego Shelf,32.58955,-117.2281
4257,Marinas,Newport Bay,33.60293,-117.89843
4258,LA Estuaries,San Gabriel River Estuary,33.75925,-118.09883
4259,Small POTW Outfalls,Hueneme to Dume,34.13507,-119.19381
4260,Mid-shelf (30-120 m),South San Diego Shelf,32.65885,-117.33599
4261,Upper slope (200-500 m),Hueneme to Dume,34.01656,-119.05833
4262,Marinas,Redondo Harbor,33.84305,-118.39579
4263,Upper slope (200-500 m),West Santa Barbara Channel,34.20829,-120.29988
4264,Estuaries,San Diego River Estuary,32.75681,-117.23538
4265,Large POTW Outfalls,San Pedro Shelf,33.59147,-118.02659
4266,Ports/Bays/Harbors,Los Angeles Harbor,33.76623,-118.27732
4267,Inner shelf (5-30 m),East Santa Barbara Channel,34.31299,-119.43347
4268,Marinas,San Diego Bay,32.71868,-117.22003
4269,Outer shelf (120-200 m),Santa Monica Bay,33.95711,-118.59303
4270,LA Estuaries,Dominguez Channel,33.82032,-118.24138
4271,SPME,East Santa Barbara Channel,34.36487,-119.5308
4272,Estuaries,Agua Hedionda Lagoon,33.14495,-117.333
4273,Estuaries,Santa Ana River Estuary,33.64223,-117.95243
4274,Ports/Bays/Harbors,Long Beach Harbor,33.72857,-118.15722
4275,SPME,East Santa Barbara Channel,34.1959,-119.45404
4276,Ports/Bays/Harbors,Mission Bay,32.78612,-117.25065
4277,Large POTW Outfalls,Santa Monica Bay,33.9096,-118.49967
4278,Large POTW Outfalls,Santa Monica Bay,33.87807,-118.54424
4279,Upper slope (200-500 m),East Santa Barbara Channel,34.27781,-119.71827
4280,Small POTW Outfalls,North San Diego Shelf,33.11481,-117.3481
4281,SPME,Santa Monica Bay,33.87804,-118.57077
4282,SPME,San Pedro Shelf,33.63578,-118.19773
4283,Lower slope and basin (500-1000 m),West Santa Barbara Channel,34.28539,-120.08299
4284,Marinas,San Diego Bay,32.72692,-117.20206
4285,Outer shelf (120-200 m),East Santa Barbara Channel,34.10717,-119.31902
4286,Small POTW Outfalls,Orange Shelf,33.50335,-117.76498
4287,Channel Islands (5-200 m),Island Shelves,34.01351,-120.16679
4288,Estuaries,Upper Newport Bay,33.65104,-117.86848
4289,Estuaries,Mugu Lagoon,34.10382,-119.11464
4290,Inner shelf (5-30 m),San Pedro Shelf,33.71166,-118.18459
4291,Inner shelf (5-30 m),East Santa Barbara Channel,34.30455,-119.41371
4292,Inner shelf (5-30 m),South San Diego Shelf,32.83986,-117.29823
4293,LA Estuaries,Malibu Lagoon,34.03854,-118.68349
4294,Large POTW Outfalls,Palos Verdes Shelf,33.73573,-118.40969
4295,Upper slope (200-500 m),East Santa Barbara Channel,34.3138,-119.88421
4296,Small POTW Outfalls,North San Diego Shelf,33.15194,-117.38332
4297,Upper slope (200-500 m),Orange Shelf,33.52704,-117.8961
4298,Lower slope and basin (500-1000 m),San Pedro Shelf,33.638,-118.31008
4299,Channel Islands (5-200 m),Island Shelves,33.87472,-119.94776
4300,Inner shelf (5-30 m),South San Diego Shelf,32.64194,-117.22137
4301,Large POTW Outfalls,Santa Monica Bay,33.89681,-118.54023
4302,LA Estuaries,Los Angeles River Estuary,33.79273,-118.20584
4303,SPME,West Santa Barbara Channel,34.43291,-120.35373
4304,Estuaries,Agua Hedionda Lagoon,33.14016,-117.32504
4305,Estuaries,Upper Newport Bay,33.62269,-117.89268
4306,Ports/Bays/Harbors,Los Angeles Harbor,33.73834,-118.23341
4307,Channel Islands (5-200 m),Island Shelves,34.03695,-119.8864
4308,Ports/Bays/Harbors,San Diego Bay,32.6308,-117.12242
4309,Inner shelf (5-30 m),Santa Monica Bay,33.97847,-118.48764
4310,LA Estuaries,San Gabriel River Estuary,33.76571,-118.09801
4311,SPME,East Santa Barbara Channel,34.37571,-119.79339
4312,Large POTW Outfalls,South San Diego Shelf,32.69094,-117.33595
4313,SPME,Santa Monica Bay,33.99568,-118.74935
4314,SPME,San Pedro Shelf,33.60638,-118.19069
4315,Inner shelf (5-30 m),West Santa Barbara Channel,34.46529,-120.12961
4316,Lower slope and basin (500-1000 m),North San Diego Shelf,32.87412,-117.58208
4317,Inner shelf (5-30 m),East Santa Barbara Channel,34.18276,-119.35365
4318,Marinas,Dana Point,33.46323,-117.70382
4319,Channel Islands (5-200 m),Island Shelves,34.16273,-120.51037
4320,Small POTW Outfalls,North San Diego Shelf,32.99387,-117.29005
4321,Marinas,Newport Bay,33.59819,-117.87994
4322,LA Estuaries,San Gabriel River Estuary,33.75027,-118.11069
4323,Outer shelf (120-200 m),East Santa Barbara Channel,34.19776,-119.62915
4324,SPME,South San Diego Shelf,32.56644,-117.25758
4325,SPME,Santa Monica Bay,34.00971,-118.76078
4326,Large POTW Outfalls,Palos Verdes Shelf,33.74302,-118.4238
4327,Upper slope (200-500 m),West Santa Barbara Channel,34.26882,-120.30652
4328,Small POTW Outfalls,North San Diego Shelf,33.16199,-117.38595
4329,Upper slope (200-500 m),San Pedro Shelf,33.55625,-118.02254
4330,SPME,San Pedro Shelf,33.61664,-118.25975
4331,Inner shelf (5-30 m),East Santa Barbara Channel,34.25494,-119.32504
4332,Inner shelf (5-30 m),South San Diego Shelf,32.77401,-117.27398
4333,SPME,Santa Monica Bay,33.95477,-118.5708
4334,LA Estuaries,Dominguez Channel,33.79732,-118.2293
4335,SPME,East Santa Barbara Channel,34.34981,-119.56926
4336,Inner shelf (5-30 m),North San Diego Shelf,33.35445,-117.59883
4337,Estuaries,Upper Newport Bay,33.64729,-117.88633
4338,Ports/Bays/Harbors,Long Beach Harbor,33.76249,-118.20776
4339,Channel Islands (5-200 m),Island Shelves,33.95318,-119.68685
4340,Ports/Bays/Harbors,San Diego Bay,32.67891,-117.12767
4341,Marinas,Marina del Rey,33.97253,-118.44897
4342,SPME,Santa Monica Bay,33.84007,-118.52216
4343,Outer shelf (120-200 m),East Santa Barbara Channel,34.35025,-119.86295
4344,SPME,North San Diego Shelf,33.20515,-117.45483
4345,Lower slope and basin (500-1000 m),Santa Monica Bay,33.90589,-118.81805
4346,SPME,San Pedro Shelf,33.60216,-118.11667
4347,Channel Islands (5-200 m),Island Shelves,34.113,-120.02598
4348,Ports/Bays/Harbors,San Diego Bay,32.70647,-117.1797
4349,Inner shelf (5-30 m),Hueneme to Dume,34.10503,-119.19551
4350,Small POTW Outfalls,North San Diego Shelf,33.428,-117.686
4351,Channel Islands (5-200 m),Island Shelves,34.07112,-120.32896
4352,Lower slope and basin (500-1000 m),North San Diego Shelf,33.211,-117.75559
4353,Estuaries,Mugu Lagoon,34.09849,-119.08377
4354,Ports/Bays/Harbors,Long Beach Harbor,33.74866,-118.19867
4355,SPME,East Santa Barbara Channel,34.25865,-119.61226
4356,Upper slope (200-500 m),South San Diego Shelf,32.74149,-117.42695
4357,SPME,Santa Monica Bay,34.00908,-118.64084
4358,Large POTW Outfalls,Santa Monica Bay,33.88162,-118.53487
4359,Lower slope and basin (500-1000 m),East Santa Barbara Channel,34.24913,-119.92159
4360,Estuaries,Batiquitos Lagoon,33.09137,-117.29967
4361,Lower slope and basin (500-1000 m),North San Diego Shelf,33.25417,-117.79306
4362,SPME,San Pedro Shelf,33.63717,-118.24808
4363,Channel Islands (5-200 m),Island Shelves,33.97749,-119.92153
4364,Ports/Bays/Harbors,San Diego Bay,32.67929,-117.16506
4365,Large POTW Outfalls,Santa Monica Bay,33.9604,-118.52937
4366,Small POTW Outfalls,Orange Shelf,33.50726,-117.76013
4367,Inner shelf (5-30 m),West Santa Barbara Channel,34.462,-120.29112
4368,Lower slope and basin (500-1000 m),North San Diego Shelf,33.12793,-117.54343
4369,Large POTW Outfalls,San Pedro Shelf,33.5751,-117.98489
4370,Ports/Bays/Harbors,Long Beach Harbor,33.73168,-118.20415
4371,Channel Islands (5-200 m),Island Shelves,34.05343,-119.52926
4372,Ports/Bays/Harbors,San Diego Bay,32.60837,-117.12506
4373,LA Estuaries,Ballona Creek Estuary,33.98427,-118.42005
4374,Inner shelf (5-30 m),San Pedro Shelf,33.68284,-118.06256
4375,Small POTW Outfalls,East Santa Barbara Channel,34.39103,-119.67708
4376,Large POTW Outfalls,South San Diego Shelf,32.68005,-117.32393
4377,Lower slope and basin (500-1000 m),Hueneme to Dume,33.95657,-119.25765
4378,Upper slope (200-500 m),San Pedro Shelf,33.54646,-118.22716
4379,Outer shelf (120-200 m),West Santa Barbara Channel,34.40608,-120.106
4380,Lower slope and basin (500-1000 m),Santa Monica Bay,33.61425,-118.59116
4381,Small POTW Outfalls,Hueneme to Dume,34.12991,-119.18755
4382,Lower slope and basin (500-1000 m),San Pedro Shelf,33.53004,-118.22846
4383,Channel Islands (5-200 m),Island Shelves,34.16153,-120.59409
4384,Small POTW Outfalls,North San Diego Shelf,32.99889,-117.30116
4386,Marinas,Alamitos Bay,33.7554,-118.11329
4387,Marinas,Channel Islands Harbor,34.17404,-119.22485
4388,Outer shelf (120-200 m),South San Diego Shelf,32.59262,-117.3909
4389,Outer shelf (120-200 m),Hueneme to Dume,33.9906,-119.02711
4392,Lower slope and basin (500-1000 m),Santa Monica Bay,33.58151,-118.75468
4398,Lower slope and basin (500-1000 m),North San Diego Shelf,32.99928,-117.42155
4400,Ports/Bays/Harbors,Los Angeles Harbor,33.7222,-118.21169
4401,Channel Islands (5-200 m),Island Shelves,34.02215,-119.50538
4402,Inner shelf (5-30 m),South San Diego Shelf,32.62424,-117.14833
4404,Marinas,Huntington Harbor,33.72186,-118.06536
4408,Ports/Bays/Harbors,Long Beach Harbor,33.75507,-118.16386
4417,Channel Islands (5-200 m),Island Shelves,33.8896,-120.08207
4418,Marinas,San Diego Bay,32.67998,-117.17326
4419,Outer shelf (120-200 m),East Santa Barbara Channel,34.12281,-119.33129
4421,Channel Islands (5-200 m),Island Shelves,33.98797,-120.38008
4422,Estuaries,Santa Clara River Estuary,34.2318,-119.26074
4423,Marinas,Newport Bay,33.60848,-117.89604
4424,Marinas,Alamitos Bay,33.75116,-118.11207
4425,Outer shelf (120-200 m),East Santa Barbara Channel,34.22125,-119.64195
